Region-String,Group-String,RestaurantID-Integer,RestaurantName-String,City-String,Zip-Integer,State-String,Latitude-Double,Longitude-Double,Timezone-Integer,DaylightSavings-Integer,GeoPoint-String,UseRow-String,Owner-String,Capacity-Integer,Type-String,PicturePath-String,Createdate-String,IsActive-String,IsUpdated-String
Region-1,Group-1,133,MARINA DELRAY,Atlanta,46031,IN,40.211166,-86.02304,-5,0,"40.211166,-86.02304",Yes,Colette Rosa,173,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,134,NEW FLORIDIAN DINER,South Bend,46626,IN,41.677397,-86.252506,-5,0,"41.677397,-86.252506",Yes,Leila Livingston,86,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,135,TWINS PUB,Crothersville,47229,IN,38.802486,-85.84894,-5,0,"38.802486,-85.84894",Yes,Selma Johnson,121,American,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,136,NARROWS COFFEE SHOP,Bridgeton,47836,IN,39.647929,-87.17529,-5,0,"39.647929,-87.17529",Yes,Rina Vang,186,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,137,BROOME STREET BAR,Detroit,48219,MI,42.425236,-83.24902,-5,1,"42.425236,-83.24902",Yes,Claire Mccarthy,187,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,138,O'HANLON'S PUB,Reese,48757,MI,43.462775,-83.68564,-5,1,"43.462775,-83.68564",Yes,Tanisha Foster,89,Mexican,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,139,CHARLIES SPORTS BAR,Rollin,49278,MI,41.912292,-84.32652,-5,1,"41.912292,-84.32652",Yes,Nadine Herrera,81,African,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,140,JG MELON RESTAURANT,Vanderbilt,49795,MI,45.169729,-84.60248,-5,1,"45.169729,-84.60248",Yes,Stella Pugh,150,Parsian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,141,JACK'S PIZZA & PASTA,Stanhope,50246,IA,42.281552,-93.7952,-6,1,"42.281552,-93.7952",Yes,Eleanor Eaton,119,Asian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,142,TAP ROOM,Afton,50830,IA,41.029408,-94.21128,-6,1,"41.029408,-94.21128",Yes,Briar Berger,111,Parsian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,143,COCKTAIL ROOM (NYAC),Saint Olaf,52072,IA,42.927724,-91.38723,-6,1,"42.927724,-91.38723",Yes,Lydia Pickett,147,Chinies,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,144,FLAME RESTAURANT COFFEE HOUSE,Davenport,52803,IA,41.538582,-90.56223,-6,1,"41.538582,-90.56223",Yes,Kellie Daniels,192,Indian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,145,JACKSON HOLE,Waterloo,53594,WI,43.18584,-88.97553,-6,1,"43.18584,-88.97553",Yes,Mia Wilcox,172,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,146,ZUM STAMMTISCH,Kempster,54444,WI,45.249382,-89.032136,-6,1,"45.249382,-89.032136",Yes,Rowan Santos,70,Indian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,147,BUDDY'S WONDER BAR,Eldorado,54932,WI,43.830749,-88.6258,-6,1,"43.830749,-88.6258",Yes,Zia Velez,95,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,148,THE ASSEMBLY BAR,Minneapolis,55429,MN,45.064714,-93.34155,-6,1,"45.064714,-93.34155",Yes,Taylor Boyd,72,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,149,MR BROADWAY KOSHER RESTAURANT,Freeborn,56032,MN,43.766208,-93.56339,-6,1,"43.766208,-93.56339",Yes,Isabelle Carpenter,172,American,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,150,PICCOLA VENEZIA,Fifty Lakes,56448,MN,46.747211,-94.07246,-6,1,"46.747211,-94.07246",Yes,Fleur Galloway,99,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,151,NI-NI'S CAFE,Cleveland,57211,SD,44.543593,-97.358948,-6,1,"44.543593,-97.358948",Yes,Roary Ayala,74,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,152,CAPITOL RESTAURANT,Mud Butte,57758,SD,45.033915,-102.78168,-7,1,"45.033915,-102.78168",Yes,Dana Kirk,150,Mexican,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,153,LA BONNE SOUPE BISTRO,Bismarck,58502,ND,46.8887,-100.681855,-6,1,"46.8887,-100.681855",Yes,Phoebe Barrera,76,African,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,154,MIMIS RESTAURANT & BAR,Angela,59312,MT,46.017965,-106.99199,-7,1,"46.017965,-106.99199",Yes,Tatum Salas,86,Parsian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,155,LENNY'S CLAM BAR,Des Plaines,60019,IL,42.024278,-87.907066,-6,1,"42.024278,-87.907066",Yes,Gloria Raymond,196,Asian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,156,GRIFFIS FACULTY CLUB,Yorkville,60560,IL,41.631342,-88.43996,-6,1,"41.631342,-88.43996",Yes,Inga Rowe,107,Parsian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,157,GRAY'S PAPAYA,Thomson,61285,IL,41.978758,-90.09248,-6,1,"41.978758,-90.09248",Yes,Cora Holt,151,Chinies,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,158,DANI PIZZA AND RESTAURANT,Bryant,61819,IL,40.466273,-90.095368,-6,1,"40.466273,-90.095368",Yes,Yvette Mcknight,129,Indian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,159,MCDONALD'S,Equality,62394,IL,37.726738,-88.372434,-6,1,"37.726738,-88.372434",Yes,Mari Schultz,82,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,160,CAFE FIORELLO,Richview,62877,IL,38.388876,-89.19244,-6,1,"38.388876,-89.19244",Yes,Neve Hopkins,135,Indian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,161,LB SPUMONI GARDENS,Arbela,63432,MO,40.497304,-91.9947,-6,1,"40.497304,-91.9947",Yes,Dara Nelson,87,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,162,AMORE PIZZERIA & RESTAURANT,Raymore,64083,MO,38.803528,-94.45103,-6,1,"38.803528,-94.45103",Yes,Audra Herman,165,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,163,THE LARK'S NEST,Goodman,64843,MO,36.734769,-94.42691,-6,1,"36.734769,-94.42691",Yes,Genevieve Lynn,125,American,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,164,TERRACE CAFE,Forsyth,65653,MO,36.706492,-93.11171,-6,1,"36.706492,-93.11171",Yes,Sophia Underwood,80,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,165,ZOO BREWS-BRONX ZOO,Melvern,66510,KS,38.503219,-95.63079,-6,1,"38.503219,-95.63079",Yes,Lillian Washington,74,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,166,GRIZZLY GROUNDS,Spivey,67142,KS,37.468889,-98.21584,-6,1,"37.468889,-98.21584",Yes,Sonya Swanson,88,Mexican,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,167,THE PECKING ORDER,Kendall,67857,KS,37.974098,-101.5325,-6,1,"37.974098,-101.5325",Yes,Shana Martin,190,African,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,168,AFRICAN MARKET (BABOON CAFE),Columbus,68602,NE,41.53808,-97.541795,-6,1,"41.53808,-97.541795",Yes,Ursa Gilliam,149,Parsian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,169,ROADHOUSE RESTAURANT,Lisco,69148,NE,41.521238,-102.55973,-7,1,"41.521238,-102.55973",Yes,Kay Bryan,152,Asian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,170,ELEPHANT & CASTLE,Lafayette,70509,LA,30.156506,-92.000019,-6,1,"30.156506,-92.000019",Yes,Britanney Kane,98,Parsian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,171,MILL BASIN KOSHER DELI,Barksdale AFB,71110,LA,32.477994,-93.61918,-6,1,"32.477994,-93.61918",Yes,September Roberson,143,Chinies,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,172,OYSTER BAR,Alleene,71820,AR,33.780463,-94.24384,-6,1,"33.780463,-94.24384",Yes,Xyla Lester,102,Indian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,173,CHERRY TAVERN,Luxora,72358,AR,35.777085,-89.89214,-6,1,"35.777085,-89.89214",Yes,Farrah Knight,164,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,174,COLONNADE DINER,Paris,72855,AR,35.293281,-93.72139,-6,1,"35.293281,-93.72139",Yes,Chava Castaneda,100,Indian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,175,RED FLAME DINER,Meers,73558,OK,34.630879,-98.457646,-6,1,"34.630879,-98.457646",Yes,Hedwig Bradford,112,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,176,MAGGIES PLACE,Pryor,74362,OK,36.292495,-95.222792,-6,1,"36.292495,-95.222792",Yes,Nevada Gomez,126,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,177,BRADY'S BAR,Lake Dallas,75065,TX,33.12635,-97.02525,-6,1,"33.12635,-97.02525",Yes,Claire Carroll,82,American,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,178,JIMMY'S CORNER,Texarkana,75502,TX,33.424125,-94.055214,-6,1,"33.424125,-94.055214",Yes,Dora Hobbs,200,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,179,FROST RESTAURANT,Fort Worth,76110,TX,32.706331,-97.33787,-6,1,"32.706331,-97.33787",Yes,Quin Ward,86,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,180,SAMMY'S STEAKHOUSE,Richland,76681,TX,31.90869,-96.40744,-6,1,"31.90869,-96.40744",Yes,Shana Vaughan,168,Mexican,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,181,IL CORTILE RESTAURANT,Montgomery,77316,TX,30.329017,-95.64985,-6,1,"30.329017,-95.64985",Yes,India Hyde,91,African,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,182,DENNY'S PUB,Franklin,77856,TX,31.049092,-96.44131,-6,1,"31.049092,-96.44131",Yes,Colette Adams,134,Parsian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,183,MARIES CRISIS CAFE,Mirando City,78369,TX,27.44333,-98.99944,-6,1,"27.44333,-98.99944",Yes,Hermione Doyle,189,Asian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,184,NEW PARKWAY RESTAURANT,Del Rio,78840,TX,29.404267,-100.88116,-6,1,"29.404267,-100.88116",Yes,Quyn Allison,98,Parsian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,185,CAFE RIAZOR,Hermleigh,79526,TX,32.627475,-100.76416,-6,1,"32.627475,-100.76416",Yes,Gemma Meyer,115,Chinies,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,186,RAOULS,Littleton,80165,CO,39.738752,-104.408349,-7,1,"39.738752,-104.408349",Yes,Sheila Juarez,76,Indian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,187,THE BROOK,U S A F Academy,80841,CO,38.82469,-104.562027,-7,1,"38.82469,-104.562027",Yes,Juliet Palmer,190,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,188,MARBELLA RESTAURANT,Cheyenne,82009,WY,41.275932,-104.88279,-7,1,"41.275932,-104.88279",Yes,Jeanette Green,147,Indian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,189,P.J.' S,Driggs,83422,ID,43.726688,-111.11484,-7,1,"43.726688,-111.11484",Yes,Madeson Hodges,101,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,190,DOUBLES CLUB,Vernon,84080,UT,40.105195,-112.31673,-7,1,"40.105195,-112.31673",Yes,Cathleen Austin,175,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,191,HATSUHANA RESTAURANT,Phoenix,85016,AZ,33.503742,-112.03235,-7,0,"33.503742,-112.03235",Yes,Shannon Fulton,141,American,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,192,VALENTINO'S PIZZA,Tumacacori,85640,AZ,31.586392,-111.0416,-7,0,"31.586392,-111.0416",Yes,Erica Houston,135,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,193,VIAND COFFEE SHOP,Albuquerque,87122,NM,35.18076,-106.52021,-7,1,"35.18076,-106.52021",Yes,Shelly Little,129,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,194,PALM TOO,Whites City,88268,NM,32.188634,-104.36153,-7,1,"32.188634,-104.36153",Yes,Carolyn Terrell,108,Mexican,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,195,STEVE'S COFFEE SHOP,Sparks,89435,NV,40.541218,-119.586934,-8,1,"40.541218,-119.586934",Yes,Tamara Lynn,119,African,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,196,BLUE BAY RESTAURANT,Bellflower,90706,CA,33.888165,-118.1276,-8,1,"33.888165,-118.1276",Yes,Brianna Foreman,152,Parsian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,197,THE HYTES BAR,Ontario,91761,CA,34.036085,-117.6086,-8,1,"34.036085,-117.6086",Yes,Hilda Robbins,147,Asian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,198,PERGOLA DES ARTISTES,Bryn Mawr,92318,CA,34.048544,-117.23274,-8,1,"34.048544,-117.23274",Yes,Nayda Anderson,156,Parsian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,199,JODY'S CLUB,Oxnard,93032,CA,34.032383,-119.1343,-8,1,"34.032383,-119.1343",Yes,Jaquelyn Merrill,101,Chinies,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,200,REIF'S TAVERN,Santa Rita Park,93661,CA,37.186872,-120.650351,-8,1,"37.186872,-120.650351",Yes,Chava Castaneda,159,Indian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,201,WHITESTONE LANES,Palo Alto,94309,CA,37.189396,-121.705327,-8,1,"37.189396,-121.705327",Yes,Hedwig Bradford,178,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,202,JOHN'S PIZZERIA,San Jose,95130,CA,37.289642,-121.98311,-8,1,"37.289642,-121.98311",Yes,Nevada Gomez,41,Indian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,203,TWO STEPS DOWN,Whitethorn,95589,CA,40.033316,-124.02379,-8,1,"40.033316,-124.02379",Yes,Claire Carroll,77,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,204,SEASHORE RESTAURANT,Millville,96062,CA,40.577799,-122.10148,-8,1,"40.577799,-122.10148",Yes,Dora Hobbs,21,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,205,CAFFE REGGIO,Amity,97101,OR,45.100504,-123.22834,-8,1,"45.100504,-123.22834",Yes,Quin Ward,75,American,c:\owner\,3/31/2020,TRUE,
Region-1,Group-2,206,CAFE UN DEUX TROIS,Lostine,97587,OR,45.487784,-117.430085,-8,1,"45.487784,-117.430085",Yes,Shana Vaughan,26,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-3,207,ARMANDO'S PIZZA,Granite Falls,98252,WA,48.070852,-121.82242,-8,1,"48.070852,-121.82242",Yes,India Hyde,30,Italian,c:\owner\,3/31/2020,TRUE,
Region-1,Group-4,208,KNICKERBOCKER BAR & GRILL,Vancouver,98668,WA,45.801586,-122.520347,-8,1,"45.801586,-122.520347",Yes,Colette Adams,82,Mexican,c:\owner\,3/31/2020,TRUE,
Region-1,Group-1,209,EL POTE ESPANOL,Port Lions,99550,AK,57.867089,-152.88568,-9,1,"57.867089,-152.88568",Yes,Hermione Doyle,47,African,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,210,THE RIVER CAFE,Ponce,731,PR,18.077329,-66.61192,-4,0,"18.077329,-66.61192",Yes,Quyn Allison,56,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,211,MUDVILLE SALOON,Ashby,1431,MA,42.672005,-71.8137,-5,1,"42.672005,-71.8137",Yes,Gemma Meyer,48,Asian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,212,JOHNNY'S REEF RESTAURANT,Cambridge,2140,MA,42.393327,-71.12837,-5,1,"42.393327,-71.12837",Yes,Sheila Juarez,19,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,213,WHITE CASTLE,Foster,2805,RI,41.830469,-71.711713,-5,1,"41.830469,-71.711713",Yes,Juliet Palmer,52,Chinies,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,214,FERDINANDO'S RESTAURANT,Lebanon,3766,NH,43.642945,-72.24403,-5,1,"43.642945,-72.24403",Yes,Jeanette Green,74,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,215,NECTAR COFFEE SHOP,Brownville Junction,4415,ME,45.351184,-69.058062,-5,1,"45.351184,-69.058062",Yes,Madeson Hodges,89,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,216,THE CUPPING ROOM,Solon,4979,ME,44.940536,-69.80759,-5,1,"44.940536,-69.80759",Yes,Cathleen Austin,50,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,217,PETE'S TAVERN,Greensboro,5841,VT,44.599177,-72.31179,-5,1,"44.599177,-72.31179",Yes,Shannon Fulton,92,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,218,GINO'S PIZZERIA,Oxford,6478,CT,41.428163,-73.12729,-5,1,"41.428163,-73.12729",Yes,Erica Houston,33,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,219,JIM BRADY'S RESTAURANT,Roselle,7203,NJ,40.653502,-74.26058,-5,1,"40.653502,-74.26058",Yes,Shelly Little,72,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,220,VILLA MOSCONI RESTAURANT,Gibbstown,8027,NJ,39.824159,-75.28187,-5,1,"39.824159,-75.28187",Yes,Carolyn Terrell,46,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,221,THE NEW AMITY RESTAURANT,Neshanic Station,8853,NJ,40.51057,-74.72472,-5,1,"40.51057,-74.72472",Yes,Tamara Lynn,90,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,222,VOLARE RESTAURANT,Pleasantville,10571,NY,41.119008,-73.732996,-5,1,"41.119008,-73.732996",Yes,Quyn Allison,84,Mexican,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,223,SPARKS STEAK HOUSE,Lawrence,11559,NY,40.61579,-73.73126,-5,1,"40.61579,-73.73126",Yes,Gemma Meyer,77,African,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,224,THE DART SPORTS BAR,Sprakers,12166,NY,42.831683,-74.45667,-5,1,"42.831683,-74.45667",Yes,Sheila Juarez,67,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,225,BAMONTE'S RESTAURANT,Obernburg,12767,NY,41.719016,-74.755373,-5,1,"41.719016,-74.755373",Yes,Juliet Palmer,24,Asian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,226,JOHN MULLIGAN'S FIRESIDE PUB,Syracuse,13219,NY,43.041566,-76.22072,-5,1,"43.041566,-76.22072",Yes,Jeanette Green,39,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,227,BURGER KING,North Norwich,13814,NY,42.603574,-75.528221,-5,1,"42.603574,-75.528221",Yes,Madeson Hodges,64,Chinies,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,228,EAR INN,Springwater,14560,NY,42.674773,-77.58341,-5,1,"42.674773,-77.58341",Yes,Cathleen Austin,60,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,229,ROSSINI'S,Allison Park,15101,PA,40.570915,-79.96033,-5,1,"40.570915,-79.96033",Yes,Shannon Fulton,69,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,230,THREE GUY'S RESTAURANT,Claridge,15623,PA,40.366748,-79.61645,-5,1,"40.366748,-79.61645",Yes,Erica Houston,77,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,231,THE PLAYERS,Adrian,16210,PA,40.885328,-79.52058,-5,1,"40.885328,-79.52058",Yes,Shelly Little,27,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,232,TJK CAFE & RESTAURANT,Mingoville,16856,PA,40.929263,-77.64581,-5,1,"40.929263,-77.64581",Yes,Carolyn Terrell,58,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,233,SMITH & WOLLENSKY,Bart,17503,PA,40.0185,-76.297582,-5,1,"40.0185,-76.297582",Yes,Tamara Lynn,83,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,234,OLIVE TREE CAFE & COMEDY CELLAR,Trexlertown,18087,PA,40.549119,-75.60049,-5,1,"40.549119,-75.60049",Yes,Brianna Foreman,92,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,235,MANDUCATIS,Line Lexington,18932,PA,40.289372,-75.25572,-5,1,"40.289372,-75.25572",Yes,Hilda Robbins,36,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,236,MAMMA LUCIA,Royersford,19468,PA,40.200347,-75.53236,-5,1,"40.200347,-75.53236",Yes,Nayda Anderson,54,Mexican,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,237,WEST BANK CAFE,Calverton,20138,VA,38.630238,-77.67295,-5,1,"38.630238,-77.67295",Yes,Jaquelyn Merrill,33,African,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,238,LA BARAKA RESTAURANT,Park Hall,20667,MD,38.2176,-76.4382,-5,1,"38.2176,-76.4382",Yes,Chava Castaneda,22,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,239,LIBERMAN'S LUNCHEONETTE,Baltimore,21233,MD,39.284707,-76.620489,-5,1,"39.284707,-76.620489",Yes,Hedwig Bradford,35,Asian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,240,ZAFI'S LUNCHEONETTE,Great Falls,22066,VA,39.003809,-77.30165,-5,1,"39.003809,-77.30165",Yes,Nevada Gomez,68,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,241,LA PALINA RESTAURANT,Charlottesville,22911,VA,38.07735,-78.42042,-5,1,"38.07735,-78.42042",Yes,Claire Carroll,89,Chinies,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,242,TY'S,Virginia Beach,23456,VA,36.762459,-76.06139,-5,1,"36.762459,-76.06139",Yes,Dora Hobbs,95,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,243,MARINER INN,Ridgeway,24148,VA,36.595224,-79.87353,-5,1,"36.595224,-79.87353",Yes,Quin Ward,12,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,244,NORTH SHORE DINER,Coal Mountain,24823,WV,37.664172,-81.7338,-5,1,"37.664172,-81.7338",Yes,Quyn Allison,71,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,245,GREEN HOUSE CAFE,Charleston,25358,WV,38.296818,-81.554655,-5,1,"38.296818,-81.554655",Yes,Gemma Meyer,81,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,246,LA RIPAILLE RESTAURANT,Wellsburg,26070,WV,40.266698,-80.59709,-5,1,"40.266698,-80.59709",Yes,Sheila Juarez,98,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,247,MARINA CAFE,Petersburg,26847,WV,38.959188,-79.13703,-5,1,"38.959188,-79.13703",Yes,Juliet Palmer,97,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,248,DON FILIPPO RESTAURANT,Raleigh,27615,NC,35.891726,-78.63203,-5,1,"35.891726,-78.63203",Yes,Jeanette Green,39,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,249,DAZIES RESTAURANT,Shelby,28151,NC,35.233125,-81.574711,-5,1,"35.233125,-81.574711",Yes,Madeson Hodges,62,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,250,OMONIA CAFE,Seven Springs,28578,NC,35.206329,-77.87444,-5,1,"35.206329,-77.87444",Yes,Cathleen Austin,91,Mexican,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,251,MURALS ON 54/RANDOLPH'S,Rowesville,29133,SC,33.37731,-80.81601,-5,1,"33.37731,-80.81601",Yes,Shannon Fulton,59,African,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,252,VETERANS OF FOREIGN WARS POST #107 CANTEEN,Conestee,29636,SC,34.849745,-82.453779,-5,1,"34.849745,-82.453779",Yes,Erica Houston,62,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,253,TROPICAL HOUSE BAKING CO.,Jasper,30143,GA,34.454934,-84.41583,-5,1,"34.454934,-84.41583",Yes,Shelly Little,99,Asian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,254,YANKEE JZ PIZZA,Murrayville,30564,GA,34.466226,-83.88442,-5,1,"34.466226,-83.88442",Yes,Carolyn Terrell,86,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,255,CLINTON RESTAURANT,Ludowici,31316,GA,31.74991,-81.75813,-5,1,"31.74991,-81.75813",Yes,Tamara Lynn,97,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,256,RACQUET & TENNIS CLUB,McAlpin,32062,FL,30.13762,-82.98732,-5,1,"30.13762,-82.98732",Yes,Brianna Foreman,45,Indian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,257,ASTRO RESTAURANT,Fort Walton Beach,32547,FL,30.447248,-86.62113,-6,1,"30.447248,-86.62113",Yes,Hilda Robbins,88,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,258,GOLDEN DOVE DINER,Hialeah,33015,FL,25.938687,-80.3182,-5,1,"25.938687,-80.3182",Yes,Nayda Anderson,79,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,259,KORNER PIZZERIA,Brandon,33501,FL,27.929731,-82.315058,-5,1,"27.929731,-82.315058",Yes,Jaquelyn Merrill,32,American,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,260,VILLA BERULIA,Lehigh Acres,33972,FL,26.634332,-81.59391,-5,1,"26.634332,-81.59391",Yes,Chava Castaneda,53,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-3,261,VICTOR'S CAFE,Burnwell,35038,AL,33.804411,-87.202136,-6,1,"33.804411,-87.202136",Yes,Hedwig Bradford,29,Italian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-4,262,PETES PIZZERIA & RESTAURANT,Town Creek,35672,AL,34.64248,-87.41166,-6,1,"34.64248,-87.41166",Yes,Nevada Gomez,20,Mexican,c:\owner\,3/31/2020,TRUE,
Region-2,Group-5,263,KEENS STEAKHOUSE,Franklin,36444,AL,31.63857,-87.46772,-6,1,"31.63857,-87.46772",Yes,Claire Carroll,69,African,c:\owner\,3/31/2020,TRUE,
Region-2,Group-1,264,BuBo,Hendersonville,37077,TN,36.304701,-86.621095,-6,1,"36.304701,-86.621095",Yes,Dora Hobbs,93,Parsian,c:\owner\,3/31/2020,TRUE,
Region-2,Group-2,265,READY PENNY INN,Gatlinburg,37738,TN,35.733627,-83.47156,-5,1,"35.733627,-83.47156",Yes,Quin Ward,39,Asian,c:\owner\,3/31/2020,TRUE,
